question,extracted_terms
네트워크 상식중 하나인데 OSI 계층간 프로토콜을 모두 설명해 보라고 하셨습니다. 잘 몰라서 대답 못 했습니다.,"OSI, 프로토콜"
"질문은 평이함, 다만, 신선한 대답을 원하는건지 압박이 조금 있었음 ""임원면접은 3:5로 진행됨, 그 후 실무진 면접은 2;1로 진행됨"" 합격 정보없음 도움이 돼요 0",정보
OSI 7 Layer에 기반한 기술적인 질문들 혹은 전송방식에 대해 구체적으로 수치를 들어가며 질문함,OSI
LG 가 1등 기업이 되기 위해 해야하는 과정 대기중 정보없음 도움이 돼요 0,정보
"인성은 압박좀잇고 전문성은 말그대로 전공관련 ""서류인적성후 면접 2회 인성과 전문성두번봄"" 불합격 정보없음 도움이 돼요 0",정보
"(리더를 해본 사람에게) 당신이 리더로 나설 때 조직에서 그에 반발하는 사람 없었는지. 채용방식 인/적성검사, PT면접 발표시기 62일 후 ""극악난이도의 인적성을 합격하면 면접을 봅니다. 면접은 1/2차 다 하루동안 보고 3시간정도 걸렸어요. 처음엔 임원면접을 보고, 임원 2분에 인사담당자 1분 + 면접자 5명입니다. 인생 그래프 작성해서 1분동안 앉은상태로 말하게 시키십니다(이 자체는 점수카운 트안되고 그냥 어떤앤지 볼려고 하시는 느낌) 그 후에 그 그래프와 자소서/이력서 보시면서 궁금한거 질문하세요. 다른 조는 모르 겠지만 우리 조는 뜬금없는거 많이 물어보셨음 ㅋㅋ 그 다음 옆방으로 가서 pt면접 준비를 해요. 30분인가? 준비하고 전지에 작성해서 pt면접을 하게 됩니다. pt한 뒤 질의응답 좀 가지고 앉아서 심층면접해요. 자소서에 나온 사례 한가지를 엄 청 자세하게 파고드시니 각오 단단히 하시길! 전반적으로 분위기 좋고 호응잘해주셔서 좋아요 ㅠㅠ 하지만 잘봤는지 못봤는지 잘 모르겠음. 회사분위기 좋아보이고, 저 개인적으로는 통신업에 맞는 사람보다는 LG 인재상을 맞는 사람을 더 선호하시는 것 같다는 인상을 받았어요."" 대기중 긍정적 도움이 돼요 1",통신
"크게 어려웠던 질문은 없었지만, 본인 전공이 해당 분야와 다른데 왜 지원했냐는 부분이 기억에 남습니 다. 채용방식 인/적성검사, 개인면접 발표시기 5일 후 ""기술면접과 인성면접이 있었고, 기술면접은 3:1, 인성면접은 4:4 정도로 진행되었습니다. 기술면접은 통신과 관련된 짧은 문제가 난이도 상/중/하로 나뉘어있고, 이 중 본인 이 문제를 선택해서 답하면 되었고, 난이도가 낮다고 불이익이 가거나 하는 점은 없 었습니다"" BEST 합격 긍정적 도움이 돼요 0",통신
"어떤 프로그램을 주로 시청하는지, 어떤 장르를 시청하는지, 빨간날에도 근무가 가능한지가 가장 기억 에 남습니다.",프로그램
"(채용공고에 올라온 업무에 대한 능력치를 물어봄) (계약직이기에 교육없이 바로 업무에 투입될 수 있는지 알고싶어함) 회사의 프로그램에 대한 이해도와 유사한 프로그램 사용여부, 엑셀이나 워드를 사용할 수 있는지?",프로그램
"내가 잘 할 수 있는게 무엇인가 다른사람보다 내가 더 잘 할 수 있는게 무엇인가 발표시기 30일 후 ""경력사항에대한 경험을 토대로 질문 및 답변 진행 다대다 형식의 면접"" 합격 보통 액 3000억원 이상 데브시스터즈(주) 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 5 6 7 8 9 신고하기 도움이 돼요 0","정보, 통신"
프로젝트에서 어떤일을하고 어떤역할을 했는지? 이메일주소의 의미는?,의미
1. 어떤 직무를 하게 되는 지 알고 있는지 2. 직무상 프로그램에 대한 이해도 3. 전 직장에서의 경력 사항,프로그램
지금까지 해본 기술 중 제일 자신이 있는 것에 대해서 설명해보시요. 자료구조와 알고리즘에 대한 프로그램 경험이 있는가.,프로그램
"스프링 관련 전문지식들을 물어보더군요. (AOP ,DI..같은 ) ""실무면접은 생각보다 그렇게 어렵지는 않았습니다. 해왔던 프로젝트들에 관련된 질문들. 그리고 관련 서적에 대한 질문도 있었고, 향후 5년에 어떤 사람이 되고싶냐 던 질문도 있었네요."" 대기중 정보없음 도움이 돼요 3",정보
"1~100까지 더하는 방법을 참신하게 ""면접관님들이 최대한 편하게 하려 해줬음. 근데 면접관님 얼굴에 딱 합격불합격이 써있음. 표정만 잘보면 합격여부 바로알듯"" 대기중 정보없음 도움이 돼요 0",정보
"내가 본 면접 질문 1. 시스템이란 무엇인가? 2. 우리회사 지금 면접보는 위치가 10층이고 전체 층은 20층이다. 어떤식으로 네트워크를 구성하는게 좋을거같은가? (스타형, 망형 이런거 대답 질문정확히기억안남) 3. 잡스케줄링이란 무엇인가?(잘모른다고대답함..ㅠ) 4. 최종 꿈이뭐냐? 채용방식 그룹면접 발표시기 0일 후 ""서류-실무면접-임원면접-합격"" 불합격 보통 도움이 돼요 4",스타
"특별히 어려운 질문은 없었음 ""실무자 면접 시 경력사항에 대한 질문, LG 인성 검사 후 임원면접 임원 면접의 경우 특이사항없이 평이함"" 합격 정보없음 도움이 돼요 3",정보
"프로젝트 경험, 소프트웨어 생명주기, 웹 구성",주기
채용사이트 개발 경험이 있는지? cakePHP프레임워크 사용 가능한지? 전 직장 프로젝트 진행 종류,프레임
"1차면접 - 개발 관련 질문 질답. 이전 경력 관련 질문. 개발 시 문제 해결 방법에 대한 질문등이 있었음. 총 면접 시간은 1시간~1시간 30분 정도 조금 긴편이였음. 2차면접 - 평이하였음. 개발 관련 질문 없고 회사에 질문하고 싶은 것 정도 질답 하였음. 면접시간은 30 분 정도 채용방식 인/적성검사, 개인면접 발표시기 7일 후 ""서류 > 인성검사 > 1차면접(실무) > 2차면접(임원) > 처우협의 > 입사 추후 신입의 경우 코딩 테스트가 있을 것을 보임"" 합격 긍정적 액 3000억원 이상 (주)우아한청년들 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 3 4 5 6 7 신고하기 도움이 돼요 0","정보, 통신"
프레임워크 사용여부 관심있는 IT 분야 기존 cms툴 동작 방식,프레임
우리가 제공하는 솔루션이 어떤 솔루션인지 설명을 해보세요 Php에서 사용 하는 프레임워크들의 각 사용처와 장단점에 관하여 설명해보세요,프레임
"해당업종 취업 포털 사이트 서비스에 대해서 얼마나 잘 알고 있는가? php 프레임워크 무엇을 사용하는가? 이전직장에서 어떤 업무를 했는가? 채용방식 인/적성검사, 그룹면접 발표시기 7일 후 ""1:n형식의 면접으로 카페테리아 안에있는 투명한 회의실 안에서 길다란 책상 한 가 운데 앉혀두고 면접 진행. 난이도는 평이했으며 분위기도 좋았음"" 합격 보통 도움이 돼요 0",프레임
inner와 outer 조인의 차이를 설명? html doctype종류 아는가 ? jquery분석해 본 적 있는가 ? php 네임스페이스에 대해 아는가 ? 오토로딩은 ? 사용한 프레임워크는 ? 자바와 php중 선호하는 언어는 ? 이유는 ?,프레임
"이전 회사에서 어떤 작업을 했는지 주로 사용한 기술에 대하여 물어봄 나머지는 전공에 대해 기본이 되 는 질문을 합니다. 꼬리를 무는 질문보단 하나 대답하면 다른 질문으로 넘어가는 방식 발표시기 7일 후 ""간단한 자기소개 이후 기술면접 50분 나머지는 작성한 자소서를 기준으로 질문함 면접 전 간단한 인성 및 질문을 답변하는 설문지를 작성함"" 액 3000억원 이상 (주)우아한청년들 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr 10 11 12 13 14","정보, 통신"
이런 저런 프레임워크. 도구들에 대한 경험을 묻는 질문이 대부분이었음.,프레임
해당 프로그램을 이용해서 어떤 작업을 했는지 채용방식 그룹면접 발표시기 3일 후 합격 긍정적 도움이 돼요 0,프로그램
"온라인마케팅 또는 온라인 컨턴츠 인턴을 굉장히 자주뽑습니다. 그리고 블로그 운영경험을 우선시합니 다. 그리고 블로그 방문자를 늘리기 위해서 어떤 노력을 했냐고 묻습니다. 이바닥은 노하우로 먹고사는 데 면접에서 그노하우를 캐내려는 느낌이 강했습니다. 나머지는 주거지가 먼데 출근 어떻게 할거냐 정 도였습니다. 채용방식 그룹면접 ""인턴지원이엇습니다. 이곳 인턴 굉장히 자주뽑습니다. 면접실이 회의실이었고 넓 은 사무실에 빽빽히 인턴들이 있었습니다. 인턴으로 돌아가는 회사라고 느껴졌습니 다. 실제로 여기서 만든 동영상도 인턴들의 작품이라고 하는군요. 70몀 지원에 5명 면접이었는데 4명만왔습니다. 1차 2차면접이 하루만에 이루어지며 1차면접관은 모두 여성이었습니다. 주로 블로그 운영팁이나 노하우를 물어봤습니다. 정보만 캐 내려는것같아서 대충 뭉뜽그려서 대답했습니다. 2차면접관은 남자1분인데 사람인 에대해서 교육하고 질문하나하고 끝이었습니다."" 불합격 부정적 도움이 돼요 0",정보
"가장 어려웠던 질문은 DB관련 질문들로 당시에는 잘 대응하지 못하였던거 같습니다 ""1차 서류 면접 결과는 빠르게 받았으며 2차 실무 면접도 무난합니다 3차에 인적성 테스트를 하였는데 인성은 무난했고 적성검사는 솔직히 제한시간안에 풀기에 너무 어려웠던거 같습니다 임원진 면접은 면접자들이 많이 대기중이라 조금 오래기다렸 으며 면접 내용은 무난하였던거 같습니다"" 합격 정보없음 도움이 돼요 0",정보
"온라인 마케팅과 연관없는 활동들을 한 것 같은데 어떻게 이 일을 잘할 수 있다 생각하는가. ""인턴면접 서류 > 면접 (1/2차 하루에 같이 봄)"" 합격 정보없음 도움이 돼요 0",정보
"주량은 얼마나 되냐고 물어보셨는데 뜬금없는 질문이라서 당황스러웠다. ""서류-1차면접-2차면접 1차 면접에서 인성 면접을 본 후에 2차면접에서 실무 면접을 보았다."" 합격 정보없음 도움이 돼요 0",정보
"없음, 평범한 질문들인데. 답변 내용 중 말 꼬리를 붙들고 계속 집요함을 보임 ""면접 중 여러가지 질문이 나오는데 대부분 자신들에게만 맞는 사람을 뽑으려고 함 해당 인력의 비전과 역량을 보지 않고, 면접관들이 단지 활용도만을 보고 있었음"" 불합격 정보없음 도움이 돼요 0",정보
"특별히 어려운 점은 없고 직무에 따른 질문지를 준비하고 있는것 같음. 채용방식 인/적성검사, 개인면접, 기타 발표시기 10일 후 ""이력서 제출후 일주일 후 면접. 간단한 자기소개 후 진행했던 프로젝트와 기술들에 대해 말하고 질문 대답 진행. 입사후 포부등 질문."" 합격 보통 라이언앤코(주) [경력] Java Web 개발자 모집 [주4일 출 근제 도입] 3 ~ 5년, java, Spring, aws, jquery, MYSQL, DB, was, 파…  (주)박차컴퍼니 JAVA 개발자 5년 이상, java, spring boot, Docker, Jenkins, Spring Dat… 합격보상 100만원  (주)쏘카 Backen 3 ~ 8년, J 합 액 3000억원 이상 한화비전(주) 포지션 22개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0",정보
"신입면접이라 특별하게 어려운 질문은 없었고, 자소서에 쓴 프로젝트 위주의 질문들. 발표시기 7일 후 ""입사지원 후 일주일 뒤 면접제의 면접 시 8명의 면접과 3명의 면접자로 진행됨(부득이 하게 1,2차 같이 진행했다함) 면접후 일주일 뒤 입사통보 일주일뒤 입사"" 합격 정보없음 도움이 돼요 0",정보
보안공격 기법에대해 질문 및 개인 능력치에 대한 질문,기법
1. 이전 회사에서 QA 프로세스 수립어떻게했나 2. 간단한 멤버십 관련 주제로 TC 어떻게 작성할지 구두로 설명 3. http 에러 관련 질문,프로세스
시스템 아키텍쳐와 효율적인 전송방식에 대한 토론 기술적인 질문들과 그에 대한 상호간 자유로운 질답 교환,교환
객체지향프로그래밍 특징이 무엇인가 스프링 빈 생명주기 static final 차이,주기
"주로 CS 지식 위주로 질문함. 1. SOLID 원칙에 대한 설명 2. 코딩테스트 때 작성한 코드 리뷰 (시간 복잡도, 리팩토링 할만한 곳 등 ..) 3. 스레드와 프로세스, 데드락 등 운영체제 개념에 대한 설명",프로세스
개별 과제가 로그를 주고 유용한 데이터를 뽑아 내라 였음 최근 1개월 동안 읽었던 책이 무엇인지 가장 최근에 한 프로잭트는?,데이터
1. 싱글턴 패턴의 수도코드를 작성해보세요. 2. tcp보다 udp가 빠르다고 알려져있는데 그 이유는? 3. 프로세스와 쓰레드의 차이는?,프로세스
"가장 많이 본 이슈 경력직, 이력서& 경력기술서 작성 법 1 티맥스소프트 2 동갑내기 반말토 크 EP08_공기업, 어디까지 알고 … 3 기계공학전공 진 로탐색 4 아는 만큼 보이는 5 경력직, 공기업으 6 00:18:21 00:55:25 00:22:07 00:31:34 00:20:03 00:38:33 액 3000억원 이상 씨제이올리브네트웍스(주) 포지션 49개 채용 중 공고 보기  직장인 여러분, 일하기 싫을 때 보세요! 회장님이 이혼한대요...우리 회사 괜찮을… 1 연예인? 인플루언서? 같이 일할만해? 2 직장 다니며 배달 아르바이트해도 될까? 3 '벌써 반년' 고민 그만! 이직 준비 새로고… 4 [구직의 모든 것] 쏘쿨~한 쏘카는 지금 … 5 경력기술서에 쓸 것과 쓰지 말아야 할 것 6 면접관이 물었다 ""이직을 많이 했네요…… 7 자소서 지원동기 이렇게 쓰면 탈락 확률 … 8 면접관이 물었다 ""공백기간이 긴데…뭐… 9 잡플 평점 ⭐️3.0 이상 '믿지' 채용공고 10  기업, 채용공고를 검색해보세요. 3 엘티삼보(주) -   기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!     제휴 대학 서비스  Technical Product Manager(T… 네오사피엔스(주) Back-end Engineer (경력 5년 이… (주)액션파워",정보
"위메프는 어떤 이미지인가, 당신이 이 곳에서 어떤 영향을 줄 수 있는가",이미지
- 컬렉션 프레임워크 설명 - osiv 설명 - 아는 디자인패턴 말해봐라 - 헤시충돌 해결법 - 읽고있는책,프레임
"- 디자인 패턴 - 스프링 프레임워크 - db - redis나 mq 등 다른 미들웨어 - 자바 (버전별 특성, 스트림 등)",프레임
1.탐색 종류 및 방법 2.디자인패턴 분류 한후 분류한 부분의 디자인패턴 종류 및 설명 3.멀티 스레드 동기화 처리,동기화
"이전 경력에 대한 질문, 트러블슈팅에 대한 질문, 처리 해 본 서비스 데이터량(트래픽)에 대한 질문, 본 인에 대한 이야기(장/단점), 이직하려는 이유",데이터
"FE직군으로 면접을 봤는데 우선 코딩테스트 / 압박 면접 같은 거는 없고 자신의 직군에 대한 이해도와 깊이등을 많이 물어보는 형태였으며, 제가 받은 질문중에 몇가지만 얘기 하자면 - REST API 정의 - 위메프 사이트를 볼때 FE직군으로서 개선 점등 - 성능 고도화 기법 - Angualr, Vue, React 사용경험 및 견해 정도 기억에 남는 질문들이었습니다.",기법
"내가 만든 프로그램의 작동원리와 그렇게 만든 이유,",프로그램
"이직 사유 희망연봉 회사 생활에서 가장 중요하게 생각하는 것 left join과 right join의 차이점과 용도 후킹이란 비동기식 통신이란 발표시기 10일 후 ""면접관 세명이 들어오는 2차면접까지 있음. 1차는 인성 2차는 기술. DB join관련, 후킹, 프레임워크 등의 질문을 함"" 합격 보통 도움이 돼요 0","통신, 프레임"
"보통 포트폴리오에 적혀있는 경험을 중심으로 질문을 이어감. 기본적인 알고리즘에 대한 질문과 서비 스 프로그램에 대한 이해도를 평가. 1. 자신의 최근 수행한 프로젝트와 프로젝트 진행 방법에 대한 질문 2. 기본 프로그램 알고리즘(정렬, 랭킹알고리즘 등) 3. 전공 관련 질문들 4. 위메프에 기여할 수 있는 점 5. 앞으로 5년 이내 계획",프로그램
"경력 관련한 업무내용, 자기계발 중인 것, 테스트 기법 아는 것, 이론을 얼마나 아는지, 지원 동기, TC작 성 여부 등",기법
"꿈이 무엇인지, 목표가 무엇인지, 살면서 가장 의미있었던 순간이 무엇이었는지.",의미
"기술적인 질문을 IT PM 의 입장이 아닌 실무자의 입장으로 질문하여 어려웠습니다 채용방식 스킬테스트, 개인면접, 기타 발표시기 10일 후 불합격 긍정적 도움이 돼요 0",PM
"1. 웹기획으로 채용공고를 보고 이력서를 넣었고 면접을 보러간거임 2. 면접자리에서 '채용공고가 잘못나갔다, 해당 파트가 아니다' 라고 함 3. 서로 커뮤니케이션 한 내용의 70% 이상이 '광고, 마케팅' 관련 내용일 뿐 - 내가 알고 있던 업무 부분에 대해서는 질문 전혀 없었고, 내가 먼저 말을 꺼내서 한것이 전부임 (피드 백도 없음) * (본인이)만들어본 마케팅플랫폼의 본질은 뭘까요? : 이 질문까진 좋음. 그럼 게임앱의 본질은 뭘까요? 라는 질문이 가장 크리티컬하게 다가왔음. - 전혀 관계없는 게임app에 대해 물어보면서 이제 '내 생각을 맞춰봐~ 난 게임app의 본질을 뭐라고 생 각할까? 면접자야~' 라고 하는말과 같음 상당히 자아가 강하고 자신이 하는 일이 아주 대단하다고 착각하는 사람들이 자주 하는 질문이 ""1. 헤드헌터에게 연락 옴 2. 자사양식 및 개인이력내용, 포트폴리오 내용 송부 3. 헌터에게 면접일자를 잡았으니 면접보라고 연락옴 (약 5일 뒤였음) 4. 약속 날짜에 방문하고 인포메이션으로 감 - 위메프는 1층의 인포메이션에 말하여 방문증등을 수령하는 시스템임 5. 내 이름 없음 - 인포메이션 담당자 당황하여 면접관에게 연락함 - 면접 담당자 내려옴 6. 스케줄이 꼬였으나 면접시간에 그대로 면접 볼 수 있다고 함 7. 일단 면접 약속시간까지 30여분 남았으므로 1층 커피숍에서 대기 8. 약속시간 15분 뒤 다른 사람이 날 찾음 9. 면접 봄 즉,내 담당자는 내 면접 까먹고 다른 일정을 잡았던 것으로 판단됨."" BEST (주)코드박스 [200억 ↑투자, 두나무 계열사] 소프트 웨어 엔지니어 3 ~ 10년, python, react, graphql, typescript, Django fra…  111퍼센트(주) [111퍼센트] 1인 개발자 모집 경력무관, Unity, 유니티 합격보상 100만원  리디(주) 백엔드 7 ~ 12년, 합 액 3000억원 이상 (주)우아한청년들 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",정보
"인생에서 가장 좋았던 기억에 대한 질문 채용방식 케이스 면접, 개인면접 발표시기 3일 후 ""삼대일 면접 간략한 자기소개 인상적인 경험 및 직무에대한 적합여부 파악 비전에 대해 중시하였고 복지 및 기타 급여조건은 좋지 못하다 미리 얘기해줌"" 합격 보통 액 3000억원 이상 (주)우아한청년들 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  52 53 54 55 56 신고하기 도움이 돼요 0",정보
"개별과제가 있었다. 물론 예상한 것만큼 어렵지는 않았지만 오후 면접을 마치고 다음날 오전까지 과제 를 제출해야해서 시간과의 싸움이 관건이었다. 합격 이후 들은 바로는 제출한 과제를 혼자 하지 않았다 는 것을 알았지만 얼마나 열정을 가지고 임했는지 테스트 하기 위함이지 잘하고 못하고는 문제가 아니 라 했다. but 현재는 열정을 보지 않는다. 진짜 잘하는지 실력을 보고싶어 한다. 다만 진짜 실력을 가려 낼만한 실력자들은 면접장에 들어가지 못하는게 문제. 채용방식 스킬테스트, 개인면접 발표시기 1일 후 ""당시에는 딱히 정해진 면접방식이 없었다. 다대다 면접으로 치뤄졌고 당시 인사담 당자와 그 외 경영진, 팀장급이 들어와 서로 돌아가며 입사동기와 본인의 역량에 대 해 물었다. 약 30여분 가량 진행되었는데 딱히 어렵거나 딱딱한 분위기는 아니었으 나 한눈에 보기에도 뭔가 체계가 잡혀 있는 느낌은 아니었다. 현재는 각 직군별 면접 프로세스가 정립되어서 직군별 질문도 다르고 때에 따라 다대다, 혹은 다대일 면접 을 진행하는 것으로 알고 있다."" 합격 보통 도움이 돼요 3",프로세스
"IBM 이미지, 직무에 대한 이해도, 하게될 업무에 대한 이해도",이미지
"가장좋아하는 운동은 무엇인가? 앞으로 회사에서 자신의 위치를 어덯게 보는가 ""면접은 3차까지 진행되였습니다. 어려운것은 별로없고 무나난분위기속에서 진행 되였습니다."" 액 3000억원 이상 오진상사(주) 포지션 10개 채용 중 3 엘티삼보(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr 13 14 15 16 17 면접경로 온라인 지원","정보, 통신"
데이터센터가 송도에 있어서 송도에서 일하는 거 괜찮냐는 질문,데이터
1. 왜 IBM을 선택했는지? 2. 팀프로젝트 경험을 말해보아라 3. 그 팀프로젝트의 성과는 어땠는가 4. 교수님이 어떤 피드백을 주었는가 교환학생 경험이 있는가,교환
"온라인으로 이력사항을 기입 -> 서류통과후 영어시험 및 적성검사. 적성검사도 영 어로 되어 있음 ㅠ -> 면접 액 3000억원 이상 (주)제니엘 포지션 38개 채용 중 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  18 19 20 21 22 2011/01 면접경로 온라인 지원",정보
한국 IBM에 대한 이미지는 어떤가?,이미지
전공과 업무와의 연관성. 신입지원이라 업무에 대한 경력파악보다는 지원자의 논리프로세스를 검증하 려는 듯 함,프로세스
"타 회사와 크게 다르지 않습니다. 프로젝트 경험위주로 많이 물어보왔습니다. ""직원추천으로 서류검토, 인적성, 면접을 보왔습니다. 경력직은 보통 직원추천으로 많이 들어옵니다."" 합격 정보없음 도움이 돼요 0",정보
"면접 질문 중 가장 어려웠던 질문은 IBM이란 회사가 무엇을 하는 회사인지 아느냐? 입니다. ""직원 추천의 경우로 들어온 경우 이력서를 작성하게 되고, 인사팀으로부터 서류합 격 전화 통보를 받게 됩니다. 영어 인적성을 통과하여야 하며, 2회의 1:1 면접을 통하여 합불 여부가 결정됩니 다."" 합격 정보없음 도움이 돼요 0",정보
"영어면접의 질문 난이도는 많이 높지 않은 편입니다. 일반면접의 공통 사항들을 영어로 잘 준비하셔서 가시면 도움이 많이 될 것 같습니다! 어려운 단어에 그리 집착하지 않으셔도 될 것 같아요. 쉬운 단어로 정확한 문법으로 말씀하시는 게 중요합니다. 저도 중학교 수준의 단어들만 사용했는데 합격했습니다. ex) 지원동기, 전공과목에 대한 질문, 5년 후 난 어떤 일을 할 것인가? 등등 채용방식 인/적성검사, 케이스 면접, 영어면접, 토론면접, 개인면접 ""한국IBM의 채용프로세스는 서류전형 - 영문적성검사 - 영어면접 - 최종면접으로 진행됩니다."" 대기중 긍정적 도움이 돼요 1",프로세스
"아이비엠에서 잘못하고 있는점과 잘하고 있는점 ""3회"" 합격 정보없음 도움이 돼요 0",정보
"전체적으로 직무 역량에 대해서 많이 물어봄, 스펙 중시함 ""인턱직 지원, 서류심사 후 면접"" 불합격 정보없음 도움이 돼요 0",정보
회사의 장점에 대한 부분을 세부적으로 물었음 합격 정보없음 도움이 돼요 0,정보
"오래되서 정확히 기억이 나지 않는데; 논리적으로 풀어야 하는 문제들이었습니다. 문제들 느낌이.. 우리 나라에 주유소가 몇개 있는가?라던가 기업이 가진 특정 문제를 해결해야한는 그런 문제들이었는데 주 어진 정보 없이 가정해서 풀이하는 것이 있었는데 답하면서도 맞는지 모르면서 말했던 걸로 기억합니 다. 채용방식 필기시험, 영어면접, 개인면접 ""면접은 두번으로 진행되었습니다. 첫번째는 실무분들이 보시는 면접이었고 두번째 는 리더분들이 보신 면접이었습니다. 첫번째 면접에서는 영어평가 면접도 포함되어 있었습니다. 실무진 2분에 한분은 여 성이셨습니다. 자기소개 간단히 하고 이력서 상에서 질문할 수 있는 것들 몇가지 물 어보시고... 논리적으로 접근해서 문제 풀이 해야하는 것들 두가지 정도 물어보셨습 니다. 두번째 면접에서는 주로 인성에 관련된 것과 회사가 가고자 하는 방향을 알고 있는지 등을 물어보셨습니다. 두차례의 면접 이후 합격 연락 받았었습니다."" 합격 긍정적 도움이 돼요 1",정보
"겪어본 좋은 리더십은 무엇이었으며 왜 그렇게 생각하였나? ""이력서 송부 후 첫 면접까지 2주 이내, 1차 면접은 4:1로, 압박적이지 않고 부드러운 분위기에서 진행. 2차 면접은 외국인 영어면접"" 합격 정보없음 도움이 돼요 0",정보
"롤 플레이 시뮬레이션 ""인터넷 접수, 적성검사, 영어 인터뷰, 최종 면접, 입사"" 합격 정보없음 도움이 돼요 0",정보
1. OSI7계층 질문 2. 업무경험 3. 자기소개 4. 출퇴근 가능여부,OSI
랜섬웨어에 대해서 어떻게 생각하는지 어떤 공부를 했는지 udp같은 정보 보안 관련한 질문,정보
1.이전회사 이직 사유 2.최신 웹 번들러 프레임워크 사용경험 아는지식 3.업무에서 본인이 사용하지않는 언어 혹은 구기술을 썼을때 어떨지,프레임
"보안에 대한 기본적인 지식을 물어봤으며, 이외에도 OSI 7계층과 관련된 네트워크 질문도 물어봄",OSI
지원동기 XSS에 대해 설명 주요 통신기반시설,통신
"- 기술면접(여러 가지 공격 기법에 대한 질문 주로 이루어졌습니다.) > 어느 공격 기법에 대해 어느정도 알고 있으며, 그 원리는 무엇인지에 대해 꼬리에 꼬리를 무는 면접을 진행했습니다.",기법
