question,extracted_terms
"코딩면접에서 복잡도 향상을 시키는 방안에 대해서 ""인턴 전형이엇음. 1차면접 경우 코딩테스트 나옴 코딩테스트는 알고리즘과 문제집 들의 연습문제수준 . 기술면접에서 복잡도 관련 하여 물어봄 실무진은 자소서 위주 의 면접이엇음"" 합격 정보없음 도움이 돼요 1","테스트, 알고리즘"
"직무 면접에서도 기술 외의 것들을 많이 물어봤습니다. 아무래도 같이 일해야할 사람을 뽑는것이라 그 런지 학창시절 재미있었던 공부같은 것을 물어봤습니다. 채용방식 인/적성검사, 개인면접 ""IT 경력 2년입니다. 지인 추천으로 지원했구요 서류부터 직무면접까지는 상당히 빠르게 진행된것을 보 면 여기까진 실무자가 주관하는 것 같았습니다. 실무자가 주관하기 때문에 아마 면접 분위기도 팀별로 많이 다를거같습니다. 저는 네 분의 실무자들 앞에서 손코딩하고 코딩한 것에 대해 이것저것 자유롭게 나누었 습니다. 그 뒤 5일정도 뒤에 직무면접 합격 이메일과 인성검사 안내가 왔고 8일 뒤 토요일에 인성검사를 봤습니다. 그리고 지금이 그 다음주인 수요일인데 아직 연락이 없네요. 현재 대기중입니다."" BEST 대기중 긍정적 도움이 돼요 3",정적
"왜 우리가 당신을 채용해야 하는가? 채용방식 필기시험, PT면접 발표시기 30일 후 ""서류 발표는 늦는 편입니다. 발표까지 한 달정도 걸렸던 것 같습니다. 팀장 한분, 팀원 두분이 들어오셨고, 간단한 필기시험 후 프레젠테이션 형태로 면접 이 진행되었습니다."" 불합격 긍정적 도움이 돼요 2",정적
"링크드 리스트 리벌스 푸는 문제 채용방식 필기시험, 스킬테스트, 개인면접 발표시기 0일 후 ""서류 채용 중에 1차코딩 시험 면접 연락이 옴 나는 일찍 서류를 제출해서 서류 마감전에 면접을 봄. 비지니스 캐쥬얼 착용 가능, 방에 들어가면 과장급 되보이는 엔지니어 2명이 앉아있 고 노트북이 있음 노트북은 빔으로 보여지고 2문제 푸는데 그걸 지켜봄 문제 풀고나서 설명을 하는데..피식피식 웃으면서 무한루프나 예외 등을 체크함 당황해서 문제를 풀고나서 다른 방법이 생각나서 설명했는데 결국 떨어짐 1차의 경우 면접결과는 당일 얘기해줌"" 불합격 보통 도움이 돼요 1","리스트, 테스트, 루프, 예외"
우선 해당 부서에서 요구시 하는 기술 습득 범위가 정확하지 않아 어려움이 있었습니다.,범위
"직무 관련 질문이었는데 상세하게 물어보셔서 직접 하지 않았으면 대답하기 힘들 정도임. 채용방식 인/적성검사, 스킬테스트, 개인면접 발표시기 19일 후 ""온라인 입사지원 후 일주일 후 코딩테스트, 일주일 후 직무면접, 일주일 후 인성검 사, 최종면접하였습니다."" 불합격 긍정적 도움이 돼요 0","테스트, 정적"
"코딩테스트는 몸풀기문제 1, 실전문제 5개중 하나를 선택하는데 , 재귀함수 알고리즘을 이용하는 문제 에서 탈락하였습니다. 채용방식 필기시험, 케이스 면접, 기타 발표시기 1일 후 ""1차 코딩테스트에서 불합격하여 아쉽게도 불합격하여 안타까울 뿐입니다."" 불합격 보통 도움이 돼요 0","테스트, 선택, 재귀함수, 함수, 알고리즘"
"코딩 테스트의 문제를 밝힐 순 없지만 1시간 안에 2개의 문제를 풀어야 합니다. 손코딩 아니고 IDE 를 사용합니다. ""웹사이트를 통해 경력직으로 지원하였고 서류 합격을 거쳐 1차 코딩테스트까지 참 여했습니다."" 불합격 정보없음 도움이 돼요 0",테스트
"1차 코딩 테스트에서는 알고리즘과 수수께끼 정도입니다. 막히는 부분이 있다면 어느정도 대화를 통해 풀어갈 수 있습니다. 2차에서 탈락함. 탈락해도 연락을 안해줌 ;;; ""헤드헌터 서류 접수 1차 코딩 테스트 통과 2차 직무 면접 탈락"" 불합격 긍정적 도움이 돼요 4","테스트, 알고리즘, 정적"
"특별히 어려운 질문들은 없었고, 직무에만 충실했다면 자신의 경험을 기반으로 설명할 수 있을 듯 합니 다. 코딩 스킬 면접의 경우 IDE 환경이 이클립스만 존재하여, 일반적으로 면접자가 사용하던 개발 환경 과는 매우 다를 수 있으므로 다른 언어 사용자들은 (예를 들어 GCC와 같은) 오픈소스 관련 도구를 살짝 공부하시거나 면접 시에 미리 질의를 해두는 것이 좋을 듯 합니다. 채용방식 인/적성검사, 스킬테스트, 케이스 면접, PT면접, 개인면접 발표시기 5일 후 ""최초 연락에서부터 3일 정도 뒤에 서류 결과 통보받았습니다. 그 뒤로 거의 5일 간 격으로 코딩 스킬, 직무 면접, 인적성, 임원 면접 등을 진행한 듯 하네요. 전체적으로 는 약 3주 정도 소요되었습니다."" 합격 긍정적 도움이 돼요 0","오픈소스, 도구, 테스트, 정적"
"자바 잘하시나요? 전 상당히 어렵다고 생각하는데..물어보시는분은 쉽다고 생각하시는듯..당췌 jvm이 어떤 매커니즘으로 동작하는지 이해하고 계실지?? 채용방식 필기시험, 스킬테스트, 케이스 면접, 개인면접 발표시기 30일 후 ""면접하시는분의 기술수준이 상당히 낮습니다. 기술적으로 접근하기보다...정석으로 접근을 요합니다. 즉..맞는말 고운말..듣고 싶어하는말..."" 불합격 보통 도움이 돼요 0","동작, 테스트"
"공인된 용어보다, 자사에서 사용되고 있는 용어로 질문을 받았을때, 조금은 당황스러웠습니다. 그때, ""이것""은 ""저것""을 의미하는 것인가요? 라고 재 질문후 해당 답변을 했습니다. 경력이다 보니, 실무 경험에 관한 질문이 많았습니다. 답변을 잘못 이해하고, ""사용해 보지 않았군요?""라고 재 질문이 나오면, 실제 케이스와 응용 케이스로 재 설명하였습니다. 1시간 30분 가량 기술에 관한 토론에 가깝게 진행했습니다. 채용방식 ""경력 공채 지원 후, 코딩 면접 일정을 받았습니다. 코딩 연습은 두가지로 진행했습니다. 하나는 전통적인 컴퓨터싸이언스의 문제들 (알고리즘) 둘째는 지원 분야의 최신 트랜드 코딩. 실제 문제는 보안상 비밀로 하겠습니다. 코딩 테스트 완료 후 바로 당락이 결정됐고 직무 면접을 갔습니다. 직무 면접은 지원 분야에 대한 경험질문이 많았습니다. 직무 면접 다음날 바로 합격 통보후 인성검사(심층 역량검사) 일정이 통보되어, 인성 검사를 보고 왔습니다. 이후는 아직 모르겠습니다."" 111퍼센트(주) [111퍼센트] 1인 개발자 모집 경력무관, Unity, 유니티 합격보상 100만원  (주)코드박스 [200억 ↑투자, 두나무 계열사] 소프트 웨어 엔지니어 3 ~ 10년, python, react, graphql, typescript, Django fra…  (주)쏘카 Backen 3 ~ 8년, J 합 액 3000억원 이상 (주)교원 포지션 0개 채용 중 3 롯데씨브이에스71… 3 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스","컴퓨터, 알고리즘, 테스트, type"
"코딩 테스트시 1문제는 공통 1문제는 4개중에 선택. 많이 어렵지는 않으나 1시간내에 완료 해야됨 또한, 심사위원이 코딩 작성을 프로젝트화면으로 보고 있어서 떨림 ""현재 코딩 테스트까지 진행 서류평가-코딩테스트-직무면접(팀장급)-인성검사-임원면접"" 대기중 정보없음 액 3000억원 이상 (주)교원 포지션 0개 채용 중 3 롯데씨브이에스71… 3 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 41 42 43 44 45 신고하기 도움이 돼요 2","테스트, 선택, 처리, right"
"Java에 Object에 대해서 설명하세요.. 채용방식 스킬테스트, 개인면접 발표시기 1일 후 ""기술 면접을 상세하게 설명하게 합니다. 한일이 아닌 어떤 일을 했는지 기술하는걸 선호 하는거 같습니다. 코딩 시험을 보게 하는데 기본적인거 부터 어려운 알고리즘 문제를 내고 그중 골라 서 진행하게 됩니다. 그 후 자기 주력 언어에 단답형 질문을 주고 받습니다."" 불합격 부정적 도움이 돼요 0","Java, Object, 테스트, 알고리즘, 정적"
"기술면접은 제공받은 노트북을 가지고 알고리즘을 작성하는 문제를 푸는 방식으로, 면접관이 프로젝터 로 노트북 화면을 보고있어서 면접자로서 부담이 됨. 대기중 정보없음 도움이 돼요 1",알고리즘
"기술면접 중 자주 쓰이지 않는 벡터나 기본 자료형의 메모리 사용 로직을 물어보는데 딱히 실무에서 잘 쓰이지 않아서 좀 난감했습니다. 채용방식 인/적성검사, 스킬테스트, 개인면접 발표시기 90일 후 ""기술면접 - 2개의 문제 중 1개는 필수문제 1개는 3개의 문제 중 택일하여 풀 수 있다. - 모든 과정은 2명의 면접관과 함께하며 노트북 화면은 빔프로젝트로 공유됩니다. - 난이도는 어렵지 않으나 기본 API를 좀 다뤄보고 가는 것이 시간 절약에 많은 도 움이 됩니다. 팀장 및 임원 면접 - 딱히 특별한 것은 없었고 일반 면접과 유사합니다. - 자유롭고 편한 분위기에서 진행됩니다."" 합격 보통 도움이 돼요 2","기본 자료형, 자료형, 메모리, 테스트"
"SKP와 SKT가 Co-work 할 수 있는 서비스 아이디어를 내시오. 채용방식 그룹면접, 토론면접, 개인면접 발표시기 7일 후 ""메일로 면접에 대한 안내를 받아 토요일 오전 9시에 판교 사옥으로 갔습니다. 도착 하자마자 1시간 동안 2가지 문서를 작성하였는데요, 하나는 미래 커머스 전략에 관 한 것이었고 두번째는 본인의 경험에 관한 것이었습니다. 이후 팀장 면접 및 직무 면 접을 거쳐서 비즈니스 그룹 전체가 한 조가 되어서 과제를 완성하는 시간이 3시간 정도 주어졌습니다 (전지에 과제물 작성하기) 이후 비즈니스 그룹을 둘로 나눠서 서 비스 개선 아이디어를 내고 서로 토론하는 시간이 있었습니다."" 불합격 보통 액 3000억원 이상 모트렉스(주) 포지션 30개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 42 43 44 45 46 신고하기 도움이 돼요 0","or, 아이디, 처리, right"
"실무면접에서 실시간 통계기능에 대해서 물어봤는데 상당히 까다로왔습니다· 영어 좀 한다구 했다가 시켜서 했는데, 반응은 별로..... 채용방식 스킬테스트, 개인면접 발표시기 15일 후 ""실무면접을 세시간이상 봤습니다. 경력사항을 자세히 물어보시구요. 코딩테스트는 1문제는 골라주시구, 다른 문제는 여러개 중에 본인이 고르라고합니다. 문제는 알 고리즘과 자료구조 문제구요. 어렵지는 않습니다."" 대기중 긍정적 도움이 돼요 0","테스트, 자료구조, 구조, 정적"
"지원한 팀 외에 가고싶은 팀이 있냐...? 채용방식 스킬테스트, 개인면접 발표시기 15일 후 ""경력직 채용에 지원했음. 코딩테스트, 직무면접이 있었는데 코딩테스트 같은 경우는 1시간안에 두문제를 푸 는거였음. 첫번째 문제는 고를수 없는 문제고 두번째 문제는 여러가지 문제중에 자기가 할수 있는거 푸는거였음. 첫번째 문제 같은 경우는 자료구조를 이해 하고 있는지 확인하는 문제 였고 두번째 문제는 문제해결 능력과 알고리즘을 보려고 하는 내용인것 같았음. 총 1시간 걸렸 음. 직무면접은 지원한 팀에 가서 총 4명의(팀장포함) 면접관을 돌아가면서 만나고 이 야기 하고 하는 면접이었음. 직무면접은 약간의 인내심이 필요함. 총 3시간 걸렸음. 코딩테스트와 직무면접은 통과. 인적성검사와 임원면접을 남겨놓은 상태임."" 대기중 긍정적 도움이 돼요 0","테스트, 자료구조, 구조, 알고리즘, 정적"
"합숙면접-자소서에 기반한 기술면접 중 아이디어가 좋은 앱으로 어떤 게 있고 이유가 뭔지 채용방식 인/적성검사, 케이스 면접, 그룹면접, 토론면접, 개인면접, 워크숍 발표시기 10일 후 합숙면접: 약 150명으로 경쟁자 감소, 연수원에서 합숙하며 총체적 역량을 검사함. 팀을 짜서 팀 단위로 움직임. 역시나 전공 관련된 것들이 비중이 매우 높음 -토론면접(지원자간 다대다) -손코딩 시험 후 본인의 답지를 가지고 면접(1:1) -실제 업무처럼 가상의 여러 상황을 주고 일 처리능력 시험(필기) -팀 짜서 레크리에이션 -자소서 기반 기술면접(1:2) -보드게임 -지원자간 평가 임원면접: 개인별로 면접 시간이 달라 전체 인원을 알 수 없었기 때문에 얼마나 컷했 는지 모름(50%~25% 컷 추정) 지원자1:면접관3이었고 풀정장 복장. 30분 동안 전공&인성 관련 이것저것 물어봄."" 불합격 부정적 도움이 돼요 1","아이디, 처리, 정적"
"자바 VM 의 메카니즘 채용방식 스킬테스트, 개인면접 발표시기 7일 후 ""서류전형 1차 코딩면접 2차 기술면접"" 불합격 보통 도움이 돼요 0",테스트
"조별과제는 거의 큰 비중이 없었던듯 하고 기술면접한회는 일반적인 기술면접 다른회는 코딩테스트 딱 히 어려웠던 문제는 없었음 ""인터뷰 2회 ( 기술면접 ) + 조별 과제"" 대기중 정보없음 도움이 돼요 0",테스트
"수행했던 프로젝트 중 어려웠던 경험과 어떻게 극복했는지? 자신의 아이디어나 노력으로 개선했던 경험. 채용방식 스킬테스트, 개인면접 발표시기 3일 후 ""사내추천으로 홈페이지를 통해 경력사원 지원. 1차직무면접은 코딩테스트. 한시간 에 2문제 풀기. 2차직무면접은 팀장 및 실무자 면접. 주로 경험프로젝트 및 기술 관 련 질문. 3차는 임원면접. 나머지는 인성검사, 신체검사, 처우협의."" 합격 보통 도움이 돼요 1","아이디, 테스트, 나머지"
"과제 pt를 해오래서 당연히 pt 할수있는 환경일 줄 알았으나 컴퓨터가 없어 난감했음 채용방식 PT면접 발표시기 7일 후 ""면접보기전 과제를 해서 면접 당일날 pt를 함 분위기는 그냥 평범했고 기술 관련 질문과 인적사항 질문이 있었음"" 불합격 긍정적 도움이 돼요 0","컴퓨터, 정적"
"최근 발표된 swift언어 특징 기본적인 컴퓨터 지식에 대한 질문 채용방식 스킬테스트, 개인면접 발표시기 1일 후 ""코딩테스트 후 직무면접 분위기는 편안하지도 딱딱하지도 않음 인사팀에서 잘 안내해줌 회사 분위기는 조용하나 복장은 자유로움"" 불합격 보통 도움이 돼요 0","if, 특징, 컴퓨터, 테스트"
"온갖IT 트렌드에 대해서 물을 때, 핫한 IT 기업의 한국 지사장이 되면 어떤 식으로 마케팅 및 영업을 할 거냐고 물었을 때. 질문들의 퀄리티가 다른 회사 면접에 비하여 상당히 고퀄이라 인상적이었다. 고난이 도 면접의 경우 내가 이 회사를 선택하게 된 이유이기도 함. (경영진의 질문 수준 = 회사 수준)",선택
"위에서 다 이야기 함 채용방식 필기시험, 인/적성검사, 스킬테스트, 개인면접 발표시기 7일 후 ""서류 통과 후 1차 인적성 검사. 2차 코딩시험. 3차 실무자 면접. 4차 임원 면접. 2차 코딩 시험이 좀 긴장됐음. 첫 문제는 쉬운 공통. 두번째 문제는 4개 중 하나 골 라서 품. 간단한 알고리즘 문제. 개발자라면 솔직히 이런거 못 풀면 안 된다고 생각 하나 왠지 모를 긴장감을 조성하는 시함이었음. 3차 실무진 면접은 그동안 뭐 했고 뭘 할줄 아는 지 물어봄. 4차 임원 면접 때는 인성을 물어볼 줄 알았는데 역시나 기 술적인 잘문들만 함... 합격은 했으나 운이 많이 좋았다고 생각함~"" 합격 보통 도움이 돼요 1","테스트, 알고리즘"
"Android 쪽 지원했었는데... 질문 내용이 진짜 본인이 해보지 않았으면 알 수 없는 특수한 쪽을 물어봅 니다... 범용적인 지식에 대한 것도 물어보긴 하는데 말그대로 면접관 뽑기운인것 같습니다. 그냥 본인 이 지금 필요한 것을 물어보는건지 궁금한것을 물어본건지.... 알 수 없지만 어차피 준비해 갈 수 없는 부분을 물어보는 사람이 있어서 그냥 맘편히 가시길 바랍니다. 채용방식 개인면접 발표시기 10일 후 ""경력사원에 지원했는데, 지원하고 잘되면 전화로 연락이 옵니다. 3:1 면접 이고 통과하면 임원 면접... 경력은 시험은 없데요"" BEST 불합격 부정적 도움이 돼요 1","id, 정적"
"빅데이터를 활용해서 자사의 새로운 서비스를 기획하라. 채용방식 그룹 프로젝트, 케이스 면접, PT면접, 그룹면접, 개인면접, 워크숍 발표시기 30일 후 불합격 긍정적 도움이 돼요 1","빅데이터, 정적"
"칠판에 그려져있는 레이아웃을 어떤 태그를 사용하고, 어떤 css를 사용하여 구현할 건가요? 본인이 가장 잘 대답한 질문과 가장 잘 대답하지 못한 질문은 무엇인가요? 오늘의 면접 점수를 스스로 몇점이라고 생각하시나요?",구현
- 입사 초기에는 다소 지루한 개발이 있을수도 있는데 어떻게 해쳐나아가겠어요? - 다른 회사들 중에서 마이다스에 오고자 하는 이유는? - 도전적인 프로젝트와 안정적인 프로젝트 중 어떤 프로젝트를 선택할 것이면 그 이유는?,"정적, 선택"
"직무관련 내용 관련하여 Dry하게 진행되었습니다. 실무 관련하여 deep하게 털릴 수 있습니다. 액 3000억원 이상 (주)우아한청년들 포지션 0개 채용 중 2 (주)오픈노트 - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 2 3 4 5 6 면접일자 2021/07 면접경로 온라인 지원","처리, right, 경로"
"왜 해당 직무에 지원했는지, 컴퓨터를 전공한 이유가 무엇인지, 성적은 어떤지",컴퓨터
"- 발표한 프로젝트를 하면서 힘들었던점? - 평소 주말에 무슨일을 하며 보내는지 - 취미가 무엇인가 채용방식 필기시험, 스킬테스트, PT면접 발표시기 20일 후 ""AI 면접 -> 코딩테스트 -> 역량 면접 -> 임원 면접으로 구성되어 있고 역량평가에서 도 전공 뿐만 아니라 두루 물어보는편 pt면접을 진행함"" 불합격 긍정적 도움이 돼요 0","테스트, 구성, 정적"
"객체지향의 4특징 AOP , DI 설명 객체지향 특징에 따른 개발경험 이야기 인생이란 무엇인가","객체지향, 특징"
"Ai 인터뷰 질문자체는 리뷰에 나와있는 내용과 대부분 동일하며 평이한 수준입니다. 롤플레잉도 있었 습니다. 기업명을 언급하지 말라는 내용이 있었기 때문에 블라인드 같습니다. 오히려 게임이 누군가에 게는 어려울수 있습니다. 그리고 원하는 시간대에 치를수 있어요. 참고로 pt 면접 이전 단계(ai 면접 1, 2)까지 합격률 매우 높습니다.",문자
인스타그램/페이스북 같은 앱에서 추천 친구를 뜨게 하는 알고리즘은 어떻게 만들면 좋을까요? 회사에서 일하면서 가장 중요한 마음가짐/태도는? 지금 회사를 그만두려는 이유?,알고리즘
"팀원과의 역할 분담, 발표시기 30일 후 불합격 긍정적 도움이 돼요 0",정적
분산서버는 적용하였나요? 해킹에 대한 대비는 어떻게 할 계획이 있었나요? 자료구조에대해 설명해주세요,"자료구조, 구조"
"공백 기간을 물어봄, 기술에 대한 질문을 많이 함. 면접관이 물어보는 기술질문이 정해져있는듯함. 기본 에 충실하면 됨. 실무보단 기술에 대한 이론을 물어봄. 신입한테 프로젝트에서 어느 부분을 구현하는 자기만의 노하우를 물어봄. 오늘 면접 점수를 직접 매겨보라고 함.",구현
"공백기 동안 무엇을 하였는지, 공모전에대한 질문, 기본적인 프로그래밍 언어 질문 채용방식 스킬테스트, PT면접 발표시기 5일 후 불합격 보통 도움이 돼요 0","프로그래밍 언어, 테스트"
"실무 팀장급 한 분과 인사팀으로 추정되는 분 총 두분과 면접 진행 했습니다. 질문 유형 역시 각각 실무/인사 쪽으로 나뉘어 진행되는 분위기였고 총 한시간 가까이 진행했습니다. 채용과정과 면접이 까다롭기로 유명하여 한껏 긴장하고 갔는데 질문 내용 자체는 평이한 편이었습니 다. 선택한 직무에 대한 질문과 함께 향후 본인의 비전이나 포부를 묻는 질문이 대부분이었습니다. 한 가지 특이한 점은 사내 특성상 직무이동이 잦을 수 있다, 만약 개발이 아닌 완전히 다른, 예를들면 기 술영업 직군으로 가면 본인의 의사가 어떤가를 물었습니다.",선택
"자기 자신을 한 단어로 표현해주세요. 가장 자신있는 언어는? 채용방식 스킬테스트, PT면접, 개인면접, 워크숍, 산행, 체육대회 발표시기 10일 후 ""면접관들이 면접자들에게 편하게 해주려는 노력이 보였음 꼬리물기 질문도 몇번하 였으며 분위기가 되게 좋았다"" 합격 긍정적 도움이 돼요 0","테스트, 정적"
"자소서 기반뿐만 아니라 개인적 인성이나 성향을 많이물어봄 채용방식 기타 발표시기 30일 후 ""다른곳에 비해서 매우 독창적이고 광범위한 면접, 인성 질문이 까다로운편"" 불합격 보통 도움이 돼요 0",범위
"만약 원하지 않았던 팀에 배치된다면 어떻게 하시겠습니까? 채용방식 PT면접, 개인면접 발표시기 14일 후 ""마이다스 본사에서 1대다로 면접을 진행했습니다. 전체적으로 압박없이 편한 분위 기 였습니다"" 합격 긍정적 도움이 돼요 1",정적
"이 프로젝트를 진행한 이유, 기능 구현에 들어간 기술 등",구현
"OOP 기본적인 질문,",OOP
"AOP와 DI에 대한 질문 당시 프로젝트를 만들고 있었기에 기술적인 부분에 대한 질문은 많이 받지 못함 다른일을 하고 있었는데 왜 IT 분야로 온것인지 채용방식 개인면접 발표시기 10일 후 ""AI 면접이후 기술 면접을 보았습니다. 10분 이내의 프로젝트를 기반으로 한 프레젠 테이션을 해야하였고, 기술위주로만 보셨습니다. 면접관 3분에 발표자 한명으로 진행 되었고, 이사, 부장 급으로 이루어졌었습니다."" 불합격 긍정적 도움이 돼요 0",정적
PT에 대해선 별다른 질문은 하지 않았음 기술면접과 인성면접을 위주로 데이터를 입력하며 진행됨 스프링 프레임워크에서 DI가 무엇인가요 백엔드 개발에서 layer계층에 대해 설명해보세요 AI면접의 인적성 검사에서 일부 항목에 답이 다르던데 왜 그랬는지 등,"입력, 항목"
"과거 인턴과 회사(경력)에대한 질문, 간단한 자료구조 알고리즘 손코딩 테스트","자료구조, 구조, 알고리즘, 테스트"
마이다스 프로그램의 아키텍처를 그리기,프로그램
AI면접은 아마 문제와 형식이 노출되면 판별도가 확 떨어지는 그런 시험이었습니다. 다만 회사차원에 서 솔루션을 판매하기 위한 테스트를 하는 느낌이 강했습니다. 면접은 개인 PT를 중심으로 진행됬습니 다. 아마 기술적인 부분은 해커톤에서 확인했던 것 같고 인성적인 질문만 많이 받았습니다. 왜 일을 하 고 회사는 당신에게 무엇인가?,테스트
1차에서는 기본 자기소개와 선택한 분야에 해당하는 질문함 (기획파트 지원) 친구가 약속시간에 늦었을때 할말 자신과 의견이 다른 친구에게 할말,선택
"면접을 보러갔을때 점심 시간이었는데 사무실에 사람들이 가득했음. 면접시간을 변경요청했더니 망설 임없이 12시로 면접시간을 잡는것을 보고 매우 놀람. 면접은 대다1로 진행했고 면접관으로 3명이 들어 옴. 하는 업무는 공장찍어내듯이 건설사 홍보 홈페이지를 만드는 것이고 일이 몰리면 야근은 기본이라는 말을 함. 한번에 두세개의 사이트 구축도 가능해야 한다는 말도 했고, 본인들은 정직과 프리랜서의 차이 점을 두지 않는다고 강조함. 그래서 잡플래닛 기업 후기를 보고 관리를 하셔야겠다는 말을 전해드림. 그랬더니 회사측에서 긍정적 인 기업후기를 쓴걸 보고 또 놀람. 채용방식 개인면접 발표시기 2일 후 ""잡코리아를 통해서 지원함. 지원후 문자와 유선으로 연락옴."" 불합격 부정적 도움이 돼요 0","정적, 문자"
이 직무를 선택한 이유? 직무 관련 된 경험은? 구조적 단어에 대한 질문?,"선택, 구조"
면접 일정 받고 면접날짜 까지 어떻게 면접준비를 했는가 자신의 열정적인 모습을 보여줄 수 있는 과거 사례를 구체적으로 말해라 영어로 팀프로젝트를 진행했을 때 어떤 일을 했고 어려운점은 무엇이였는지,정적
자바에 대해서 기술면접위주로 물어봄 이외에 소프트웨어 공학의 TDD 개념들 물어봄,개념
1. 자신의 단점은? 2. 그것을 극복하는 방법은? 3. 이 회사를 선택한 이유는? 등등 * 질문할 것이 있느냐?,선택
면접 과제 - 면접 과제는 하나의 프로그램을 만드는 과정이었으며 과제로 만든 프로그램을 바탕으로 질 문 면접 - 경력 지원이어서 주로 본인이 맡아서 한 일에 대해 구체적으로 질문 (ex. 어떤 프로젝트를 진행 했는지 프로젝트 맡으면서 문제가 생기면 어떤 식으로 대처했는지 등 업무에 대해 매우 자세하게 물어 봄),프로그램
1. 서류전형에서는 자기소개서가 힘들다. 평소에 많이 생각해보지 않던 질문이다. 2. 인적성 검사에서는 그냥 자신이 정상이라 생각하면 큰 문제는 없다. 3. 실무면접에서는 실무 내용과 인성을 같이 본다. 경력직이었기 때문에 자신이 일했던 내용을 잘 설명 하면 된다. 물론 이론과 기술적인 내용도 알아야 한다. 하지만 그냥저냥 일했던 사람이 아니라면 충분 히 해볼만하다. 4. 임원면접은 좀 빡세다. PT면접을 10분 하고 나머지 시간 인성면접 및 회사와 잘 맞는지에 대한 내용 으로 면접이 진행된다. PT연습 열심히 하고 솔직하게 하하면 된다. 너무 오바해서 여기 아니면 안된다 는 식의 말은 안하는게 좋다. 이미 면접자분들 머리 꼭대기에 계신 분들이라 거짓말 하면 걸린다. 그리 고 그 다음 질문부터 꼬이니 거짓말은 피하는게 좋다. 5. 싸늘하다. 가슴에 비수가 날아와 꽂힌다. 채용 완료 후 대표님과의 티타임이라 착각하면 안된다. 허 를 찌르는 질문을 하신다. 눈치 있는 사람이라면 자신이 처한 상황에 대한 예상질문을 준비할 것이다. 이렇게 마지막 티타임을 잘 보내면 다음날 연락이 온다. 그 후는 건바이건이라 생략한다.,"나머지, 머리, 거짓"
"자신의 장단점, 수 많은 회사 중 Midas를 선택한 이유, 남들과 차별되는 자신의 역량, 회사를 어떻게 알 게 되었는가, 회사 홈페이지의 타 회사와 차이점","id, 선택"
"마이다스 챌린지 본선 후 개인 연락이 옴. 인적성 후 PT 임원면접 (주)쏘카 Backend Developer 3 ~ 8년, Javascript 합격보상 100만원  라이언앤코(주) [경력] Java Web 개발자 모집 [주4일 출 근제 도입] 3 ~ 5년, java, Spring, aws, jquery, MYSQL, DB, was, 파…  (주)트레드 Back-e 경력무관, j 액 3000억원 이상 (주)제니엘 포지션 38개 채용 중 2 (주)오픈노트 - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  면접경로 온라인 지원","Java, in, 경로"
