question,extracted_terms
잦은 이직사유 운영할떼 기억에 남는 오류상황 마지막 프로젝트를 설명해달라 보통 프로젝트에서 했던 역할,오류
"아르바이트 경험,알고있는 CJ의 시스템에는 무엇이 있으며 장점 및 고칠점, 5년 후 미래에 어떤 일을 하고 싶은지","바이트, 시스템"
1. 요새 관심 가능 기술 스택이 있는지? 2. 어떤일을 기대하고 지원했는지?,스택
1 Why 씨제이 2 프로젝트 경험 3 프로그래밍 언어,프로그래밍 언어
1) 학교 생활 중 인상 깊은 프로젝트 소개 2) 어떤 CJ 그룹사의 업무에 관심 있는지? 3) 어떤 기술 스택 보유했는지?,스택
실제 구체적인 기술에 대한 질문(시스템),시스템
"객체지향에 대해 물어봄. 데이터베이스 관련 지식 ""인성면접이랑 보고합시다? 면접이 있음 인성면접은 3명이 같이 들어갔고, 자기소개서랑 인성, 그리고 소프트웨어 지식에 대 해 물어봄. 보고합시다 면접은 주어진 주제에 대해 각자 제안서를 작성한 다음, 그 중 괜찮은 것 을 고르고 상사에게 보고하는 형식으로 진행됨"" 불합격 보통 도움이 돼요 1",데이터베이스
"자기소개, 경력 위주 설명, 어떠한 시스템을 이용해봤는지 개념 같는 것들이 질문이 주요 질문이었음.",시스템
퇴사사유는? 실제로 담당했던 업무는? 행사담당(시스템) 업무도 했었나요?,시스템
지금까지 한일 요약 나는 어떤 시스템을 맡았고 장애시에 어떤일을 하였는지 긴급건에 대한 대처 등등,시스템
"향후 CJ콘텐츠로 글로벌, 해외시장에 진출할 아이디어가 무엇인지 물어봄 직무 면접에서는 시스템운영과 관련된 질문과 기본적인 인성질문 물어봄",시스템
직무에 대한 상황 질문 많이했음. 오류발생시 어떻게 대처할 것인지 물어봤음.,오류
프로젝트에서 어려움을 극복한 경험은? 자신의 장점은? 업무가 무엇인지 알고있나? 우리 회사 시스템을 사용해본적이 있나? 입사하면 하고싶은 일은?,시스템
"이직을 하려는 이유에 대해 설명해주세요. 어떤 업무를 했었나요 채용방식 인/적성검사, 개인면접 발표시기 30일 후 ""생각보다 평이한 분위기의 면접이였습니다. 팀장님과 리더 두명이 들어와 면접을 봤었습니다"" 합격 긍정적 (주)쏘카 Backend Developer 3 ~ 8년, Javascript 합격보상 100만원  리디(주) 백엔드 소프트웨어 엔지니어 7 ~ 12년, MYSQL, node.js, go, typescript 합격보상 100만원  (주)코드박 [200억 웨어 엔 3 ~ 10년, 제이올리브네트웍스(주) 49개 공고 지원 가능! 채용공고 보기 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 1",as
"시스템 운영경험이 있는지 클라우드경험이 있는지 무슨 프로젝트를 해보았는지 채용방식 개인면접 발표시기 60일 후 ""일대 다 면접이었고, 경력위주 질문을 않이 함 운영겸험에 대해서 물어봄"" 불합격 부정적 도움이 돼요 1",시스템
Cj에 앞으로 도입하면 좋을 것같은 시스템이나 아이디어를 제시하라,시스템
데이터베이스를 구현한다면 어떻게 구현하실건가요? 왜 퇴사 계획을 갖고계신건가요?,데이터베이스
일정관리를 어떻게 했냐고 질문했는데 나는 지금까지 일정관리 다 구글시트로 했어서 지라같은게 있는 지도 몰랐음. 그래서 팀장도 아니었고 일정관리는 내가 하지 않았다고 대답함. 물론 지라같은거도 써보 지 않았다고 대답. 스프링과 스프링 부트를 둘 다 사용해봤을텐데 어떤점이 다르냐고 질문함 9년차 개 발자에게 할만한 질문은 아이었음. 여기서 질문자 자체가 수준이 떨어지는게 느껴짐 부트를 사용했을 때 간소하고 세팅이 쉬웠다고 답변했는데 부트가 더 불편했을텐데 왜 썻냐고 되물어서 어이가 없었음.. 에휴,문자
기술면접때는 UI관련 질문이 많았습니다. OS버전이 낮은 단말까지 지원해야할때 어떻게 UI를 구현할 지와 animation기능을 구현해봤는 지등의 질문이 있었습니다.임원면접때는 플랫폼 종속된 질문보다 는 개발 자체 기술 관련 질문이 많았습니다. 질문이,UI
private method 는 어떻게 테스트 할것인가.,"private, method"
"이직사유 프로젝트 경험 등 기본적인 질문들이 많았으며 본인 시스템의 프로세스나 개념같은 기본적인 지식을 준비해가는것이 좋다고 봄 채용방식 개인면접 발표시기 3일 후 ""작년에 면접봤엇는데.. 팀장급으로 보이는분과 1:1로 면접을 진행하였습니다. 지 금까지의 경력이나 이직사유등을 질문하였었고 굉장히 편한 분위기에서 진행되었 습니다"" 불합격 보통 (주)트레드링스 Back-end 개발 상시 채용 경력무관, java, Spring, SQL, java spring 백엔드  (주)코드박스 [200억 ↑투자, 두나무 계열사] 소프트 웨어 엔지니어 3 ~ 10년, python, react, graphql, typescript, Django fra…  111퍼센트 [111퍼 경력무관, U 합 액 3000억원 이상 한화비전(주) 포지션 22개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0","시스템, in"
"AWS와 비교, 차별화전략, 오픈소스 등의 토론주제, sorting, method 등의 코딩질문, sk플래닛에서 하 고 싶은 일, 개선해야할 점, 본인의 강점과 어필, 자신있는 언어와 관련된 전공지식질문들.","in, method"
"사전문제 푼거에 대한 질문을 시작으로 프론트엔드, 백엔드 개발에 전반에 걸친 개발 기술 질문이었습니다. 채용방식 필기시험, 개인면접 발표시기 14일 후 ""커머스 사업이 아닌 플랫폼 사업을 주영역으로 할때 지원했었는데.. 도착하자마자 5문제 프린트해서 종이로 주더니 풀수있는거 풀어보라고함.. 문제풀고 면접 시작했 음. 기술면접은 일대일로 진행했었는데 일단 질문의 난이도가 너무 높았어요. 제가 여기에 다니는 친구가 몇 있는데.. 그들에게 전해받은 수준보다 너무 높은 난이도의 질문을 물어봤어요. 반에반쯤 대답한거 같고.. 결과는 탈락이었습니다."" 불합격 보통 도움이 돼요 0",플랫폼
일단 자기소개를 시작하라 하고 HR팀에서 가이드한 내용이 있는지 인성 질문 간단한것 들을 물어봤습 니다. 살면서 가장 어려웠던 경험은 평소 성격 우리 회사 아는 사업 있나 문제점은 뭐라고 생각하나 또 생각해본 사업 있느냐 이런 질문이었습니다 기술적 질문은 굉장히 단순했기에 컴공 나오셨으면 다 대 답 하실 수 있습니다. 근데 가장 어려웠던 질문은 제가 지원한 직무가 시스템엔지니어다 보니까 간단한 웹 구조의 시스템 아키텍쳐를 그려 보라고 한 것이었는데 여기서 멘붕이 왔습니다.,시스템
"코딩 : 셔플링, 문자열 뒤집기, 트리 만들기, 최단거리 검색 등 기술 : 기존에 본인이 구성했던 아키텍처를 설명하고 그렇게 했던 이유와 장/단점을 말해보기, 협업으 로 시너지를 냈던 경험에 대해 이야기하기",문자열
문자열 뒤집기 모바일 플랫폼에 대한 이해 준비한 ppt 발표,"문자열, 플랫폼"
"실무 면접은 이력서를 토대로 기본적인 커리어 패스 확인 후 과제별 자신의 역할과 기여도, 이유 등에 대한 질문을 함. 임원 면접은 전반적인 IT 트렌드에 대한 free talking 및 개인의 성공 마인드에 대한 질 문을 함.",in
"자기소개서에 적힌 내용을 기반으로 질문하였습니다. 그 외에는 학창시절에 제일 자신있었던 과목이 무엇이었는지. SK플래닛의 서비스를 사용하면서 좋았 던 점과 보완할 점은 무엇인지 등에 대해 물어봤습니다. 채용방식 인/적성검사, PT면접, 개인면접 발표시기 5일 후 ""아침부터 저녁까지 진행되었고 면접 분위기는 전반적으로 좋았습니다. 도착하자마 자 손코딩 시험을 본 뒤, 조별로 피티면접을 진행합니다. 일정시간동안 팀원들과 주 제에 대해 이야기한 뒤, 전지에 발표할 내용을 적어 한 사람이 발표했습니다. 그 발 표를 준비하는 동안 한 사람씩 다른 곳으로 이동하여 개인 면접을 보았습니다."" 불합격 보통 (주)쏘카 Backend Developer 3 ~ 8년, Javascript 합격보상 100만원  111퍼센트(주) [111퍼센트] 1인 개발자 모집 경력무관, Unity, 유니티 합격보상 100만원  리디(주) 백엔드 7 ~ 12년, 합 액 3000억원 이상 (주)솔루엠 포지션 2개 채용 중 3 롯데씨브이에스71… 3 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0",as
"소프트웨어 직군이라 조별과제는 소프트웨어와 관련된 내용이었습니다 (Iaas, Iot 등등) 인성면접은 여기에 왜지원했냐, 자기소개, 장점 단점 등 비슷한 내용입니다.",as
사업을 한다면 어떤 아이템으로 하겠는가?,아이템
"스택만들기,이차함수 만들기, 2대1 면접에서는 한국에서 아마존에서 구매하기 위해 클릭했을때 그게 미국의 서버에 도착하는데 걸리는 시간",스택
"100억개 웹사이트가 있고, 가용 메모리가 1GB이다. 웹사이트 주소 하나당 4byte을 차지하고, 주소가 같으면 같은 웹문서인걸로 가정한다. 중복 데이터를 거를 수 있는 방법은?",byte
"인성은 화기애애했습니다. 코딩은 이중배열 및 동적 배열을 많이 보고 가셔야 할 듯... ""특별 채용으로 지원했습니다. 코딩면접-인성면접-임원면접으로 진행이 되었습니 다. 코딩면접은 신입사원수준이라고 했는데 개인적으로 실력이 부족한지 어려웠습 니다. 뒷태만 보여주고 한숨소리만 듣고 나옴..ㅠ.ㅠ"" 불합격 정보없음 도움이 돼요 0",배열
"간단한 온라인 게시판 서비스 정도를 구축한다면 전체적 아키텍처 설계를 어떻게 할 것인가. ""코딩 시험 (문제는 어렵지 않으나 모든 과정을 큰 화면으로 면접관들이 지켜보고 과정을 기록하고 평가하는 듯 했음. 부담감 적지 않음, 스택 문제나 배열 처리 알고 리즘 나옴. 예: 20111038 에서 각 숫자가 몇번 들어가는지, 시간이 남으면 코딩을 놓고 토론으로도 이어짐. 예: 시간이 더 주어진다면 어떻게 더 개선하겠나 등) -> 직 무 면접 (경력 외 몇 가지 상황적인 예를 제시하고 의견 물어봄. 경력에 맞는 기술적 인 문제도 물어봄.)"" 액 3000억원 이상 (주)우아한청년들 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 33 34 35 36 37","스택, 배열"
"서버 패치에 대한 내용 DB Scheme 변경도 포함되는 서버패치를 할 경우에 어떻게 패치를 하는게 좋겠냐 질문 SKP 레벨에서의 대규모 서비스 상에서의 라이브 패치시 어떻게 패치를 할 것인가 장애가 났을 경우 어떻게 롤백할것인가? 채용방식 스킬테스트, 개인면접 발표시기 21일 후 ""인터넷 채용 공고를 통해 지원 서류 전형 합격 후 연락이 와서 코딩테스트 일정 합의 코딩테스트에서는 필수 문제 한가지와 세가지 정도의 문제중에 하나 선택해서 코딩 하는 걸로 진행 마방진 짜기나 소수 찾기 같은 유형의 문제들로 난이도가 높지는 않았음 약간 당황스러웠던건 코딩을 하고 있는 화면을 벽면 스크린에 연결해 채점자가 지 켜봄 문제를 약간 잘못 이해해서 출제자가 의도한 답은 아니였지만 합격 이후 실무진 면접에서 탈락"" BEST 불합격 보통 (주)피매치 백엔드 엔지니어 (채용전환형 인턴) 경력무관, python, SQL, azure, PostgreSQL, rest api, 시… 합격보상 100만원  (주)트레드링스 Back-end 개발 상시 채용 경력무관, java, Spring, SQL, java spring 백엔드  리디(주) 백엔드 7 ~ 12년, 합 액 3000억원 이상 신성통상(주) 포지션 9개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 5","소수, in"
"링크드 리스트 리벌스 푸는 문제 채용방식 필기시험, 스킬테스트, 개인면접 발표시기 0일 후 ""서류 채용 중에 1차코딩 시험 면접 연락이 옴 나는 일찍 서류를 제출해서 서류 마감전에 면접을 봄. 비지니스 캐쥬얼 착용 가능, 방에 들어가면 과장급 되보이는 엔지니어 2명이 앉아있 고 노트북이 있음 노트북은 빔으로 보여지고 2문제 푸는데 그걸 지켜봄 문제 풀고나서 설명을 하는데..피식피식 웃으면서 무한루프나 예외 등을 체크함 당황해서 문제를 풀고나서 다른 방법이 생각나서 설명했는데 결국 떨어짐 1차의 경우 면접결과는 당일 얘기해줌"" 불합격 보통 도움이 돼요 1","링크, 예외"
"코딩 테스트의 문제를 밝힐 순 없지만 1시간 안에 2개의 문제를 풀어야 합니다. 손코딩 아니고 IDE 를 사용합니다. ""웹사이트를 통해 경력직으로 지원하였고 서류 합격을 거쳐 1차 코딩테스트까지 참 여했습니다."" 불합격 정보없음 도움이 돼요 0",IDE
"특별히 어려운 질문들은 없었고, 직무에만 충실했다면 자신의 경험을 기반으로 설명할 수 있을 듯 합니 다. 코딩 스킬 면접의 경우 IDE 환경이 이클립스만 존재하여, 일반적으로 면접자가 사용하던 개발 환경 과는 매우 다를 수 있으므로 다른 언어 사용자들은 (예를 들어 GCC와 같은) 오픈소스 관련 도구를 살짝 공부하시거나 면접 시에 미리 질의를 해두는 것이 좋을 듯 합니다. 채용방식 인/적성검사, 스킬테스트, 케이스 면접, PT면접, 개인면접 발표시기 5일 후 ""최초 연락에서부터 3일 정도 뒤에 서류 결과 통보받았습니다. 그 뒤로 거의 5일 간 격으로 코딩 스킬, 직무 면접, 인적성, 임원 면접 등을 진행한 듯 하네요. 전체적으로 는 약 3주 정도 소요되었습니다."" 합격 긍정적 도움이 돼요 0",IDE
"기술면접 중 자주 쓰이지 않는 벡터나 기본 자료형의 메모리 사용 로직을 물어보는데 딱히 실무에서 잘 쓰이지 않아서 좀 난감했습니다. 채용방식 인/적성검사, 스킬테스트, 개인면접 발표시기 90일 후 ""기술면접 - 2개의 문제 중 1개는 필수문제 1개는 3개의 문제 중 택일하여 풀 수 있다. - 모든 과정은 2명의 면접관과 함께하며 노트북 화면은 빔프로젝트로 공유됩니다. - 난이도는 어렵지 않으나 기본 API를 좀 다뤄보고 가는 것이 시간 절약에 많은 도 움이 됩니다. 팀장 및 임원 면접 - 딱히 특별한 것은 없었고 일반 면접과 유사합니다. - 자유롭고 편한 분위기에서 진행됩니다."" 합격 보통 도움이 돼요 2","벡터, 자료형"
c#과 유니티를 했다고 했는데 델리게이트에 대해 아는만큼 설명해보세요.,델리게이트
"Ai 인터뷰 질문자체는 리뷰에 나와있는 내용과 대부분 동일하며 평이한 수준입니다. 롤플레잉도 있었 습니다. 기업명을 언급하지 말라는 내용이 있었기 때문에 블라인드 같습니다. 오히려 게임이 누군가에 게는 어려울수 있습니다. 그리고 원하는 시간대에 치를수 있어요. 참고로 pt 면접 이전 단계(ai 면접 1, 2)까지 합격률 매우 높습니다.",문자
"제네릭, 델리게이트, 서버관련 aws 등 직무적인 내용 질문","제네릭, 델리게이트"
"공백기 동안 무엇을 하였는지, 공모전에대한 질문, 기본적인 프로그래밍 언어 질문 채용방식 스킬테스트, PT면접 발표시기 5일 후 불합격 보통 도움이 돼요 0",프로그래밍 언어
웹 서비스를 기획해보라. 제이쿼리 사용법.,쿼리
"면접을 보러갔을때 점심 시간이었는데 사무실에 사람들이 가득했음. 면접시간을 변경요청했더니 망설 임없이 12시로 면접시간을 잡는것을 보고 매우 놀람. 면접은 대다1로 진행했고 면접관으로 3명이 들어 옴. 하는 업무는 공장찍어내듯이 건설사 홍보 홈페이지를 만드는 것이고 일이 몰리면 야근은 기본이라는 말을 함. 한번에 두세개의 사이트 구축도 가능해야 한다는 말도 했고, 본인들은 정직과 프리랜서의 차이 점을 두지 않는다고 강조함. 그래서 잡플래닛 기업 후기를 보고 관리를 하셔야겠다는 말을 전해드림. 그랬더니 회사측에서 긍정적 인 기업후기를 쓴걸 보고 또 놀람. 채용방식 개인면접 발표시기 2일 후 ""잡코리아를 통해서 지원함. 지원후 문자와 유선으로 연락옴."" 불합격 부정적 도움이 돼요 0",문자
"자신의 장단점, 수 많은 회사 중 Midas를 선택한 이유, 남들과 차별되는 자신의 역량, 회사를 어떻게 알 게 되었는가, 회사 홈페이지의 타 회사와 차이점",as
"마이다스 챌린지 본선 후 개인 연락이 옴. 인적성 후 PT 임원면접 (주)쏘카 Backend Developer 3 ~ 8년, Javascript 합격보상 100만원  라이언앤코(주) [경력] Java Web 개발자 모집 [주4일 출 근제 도입] 3 ~ 5년, java, Spring, aws, jquery, MYSQL, DB, was, 파…  (주)트레드 Back-e 경력무관, j 액 3000억원 이상 (주)제니엘 포지션 38개 채용 중 2 (주)오픈노트 - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  면접경로 온라인 지원","as, in"
* 자소서 관련 질문 * 배운 프로그래밍 언어가 무엇이냐 * 그 언어를 통해 무언가를 만들어 본 적 있냐,프로그래밍 언어
진행했던 프로젝트 관련 질문과 Spring 관련 질문들,in
Spring mvc 패턴 이란? 지금까지 프로젝트 진행한 것 중에 가장 기억이 남는 것과 이유는? 남들과의 차이점?,in
"1. 대표적인 프로젝트에 대한 설명과 본인이 기여한 점, 기술 스택 등을 말씀해주세요. 2. 본인만의 자신있는 개발 방식이 있다면 말씀해주세요. 3. 가장 기억에 남는 기술적 오류 해결에 대해 말씀해주세요. ""서류 - AI 역량검사 - 인적성/코딩테스트 - 1차면접 - 인턴십 - 최종면접 - 건강검진 - 채용"" 합격 보통 도움이 돼요 0","스택, 오류"
"읽은 책 중에 기억에 남는 문구 회사광고를 본적이 있는가 직무선택 이유 여러 통신사 중 유플러스 선택이유 ""캠퍼스캐스팅-인적성-면접으로 이어지는 채용과정 마지막 면접에는 3가지 면접으로 구성"" 액 3000억원 이상 휴맥스홀딩스(주) 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  21 22 23 24 25",캐스팅
"1.네트워크직무에 대해서 아는거 말해보시오 2.LTE에 대해 설명해보시오 3.왜 굳이 LG유플러스인지 4.직무에 대해 자세히 물어보셨습니다. 오면 어떤 직무를 하고 싶은지 5.캠퍼스 캐스팅 이기 때문에 어디서 일하고 싶은지..연고지에 대해 질문하셨습니다. 6. 5년 10년후 자기의 계획?에 대해 물어보렸습니다.(회사내에서) 7. 봉사활동도 물어보셨습니다. 채용방식 개인면접 ""엘지 유플러스 캠퍼스 캐스팅 면접 질문 입니다. 1:1로 진행되었고, 5분 자기 PR 후 면접 질문을 하였습니다."" 대기중 긍정적 도움이 돼요 0",캐스팅
"프로젝트경험과 활용방안에 대한질문 그리고 인성질문 몇가지정도 채용방식 개인면접 발표시기 30일 후 ""캠퍼스캐스팅 지원 상당히 면접자를 편하게해주는 분위기 자소서위주의 질문"" 불합격 긍정적 도움이 돼요 0",캐스팅
"Ip가 무엇인가? 프로토콜이란? Ip장비는 무엇이잇나? 라우팅이란? 채용방식 인/적성검사, 개인면접 발표시기 10일 후 ""캠퍼스캐스팅 전형으로 현장면접을 1대1로 봄. 자기소개5분 뒤 면접관과 질의응 답시간을가짐. 면접관마다 질문이다름."" 불합격 보통 도움이 돼요 0",캐스팅
아르바이트 경험이 많으신데 학업에 부담이 되지 않았느냐,바이트
"자기소개 5분 후 그와관련된 질문을 함. 총20분간 인성담당자와 기술담당자가 따로있었음. 질문의난이도는 어렵지않음 채용방식 개인면접 발표시기 20일 후 ""캠퍼스캐스팅 / 지방지역연고자들은 서류전형을 간단한면접으로 대체."" 액 3000억원 이상 (주)솔루엠 포지션 2개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 33 34 35 36 37",캐스팅
Campus casting 전형이 이번에 3번짼데 어떤거 같냐.,"as, in"
"네트워크 부분에서 유선인터넷을 이용하기까지 LG유플러스에서 하는 일이 무엇인지, 컴퓨터공학을 전 공으로 왜 네트워크 직무에 지원했는지 질문하셨습니다. 채용방식 개인면접 ""캠퍼스캐스팅 전형으로 LG 인적성 시험을 보기 전, 지방에서 면접을 보았습니다. 탈스펙 전형이기 때문에 자기소개서를 제출하면 모두 면접의 기회를 얻을 수 있습 니다. 자기 5분 PR 후, 질문을 통한 면접이 진행됩니다. 면접관께서는 지원자의 이 름, 성별, 전공만 알고, 면접을 진행하시고, 작성된 자기소개서에 대한 정보를 하나 도 가지고 있지 않기 때문에 5분 PR을 통해 충분한 어필을 하고 질문에 답을 잘하는 게 중요한 것 같습니다."" 대기중 보통 라이언앤코(주) [경력] Java Web 개발자 모집 [주4일 출 근제 도입] 3 ~ 5년, java, Spring, aws, jquery, MYSQL, DB, was, 파…  (주)피매치 백엔드 엔지니어 (채용전환형 인턴) 경력무관, python, SQL, azure, PostgreSQL, rest api, 시… 합격보상 100만원  (주)박차컴 JAVA 개 5년 이상, j 합 액 3000억원 이상 휴맥스홀딩스(주) 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 0","캐스팅, in, as"
"지원 지역이 사는 곳과 먼곳인데 연고지는 있는가? 이 지역에 지원한 이유는 있는가? 채용방식 인/적성검사, PT면접, 그룹면접 발표시기 7일 후 ""서류- 인적성- 면접 - 인턴 1달- 최종 면접 위 순서로 채용이 진행되었습니다. 최종 면접은 그냥 얼굴 한번 보는 정도로 인턴이 되었다면 거의 됏다고 봐도 무방할 정도라고 합니다. 면접은 직무 면접 ( 전공피티 및 질의 응답 + 인터뷰) 와 인성 면접으로 이루어져있 습니다. 직무 면접 은 전공 피티 발표후 간단히 질의 응답을 하고 인터뷰는 예를 들어 프로젝 트를 하였으면 어떤거냐? 무엇을햇냐? 역활은? 그래서....... 이런식으로 조금씩 깊 게 질문을 하는 형식입니다."" 불합격 보통 (주)트레드링스 Back-end 개발 상시 채용 경력무관, java, Spring, SQL, java spring 백엔드  (주)피매치 백엔드 엔지니어 (채용전환형 인턴) 경력무관, python, SQL, azure, PostgreSQL, rest api, 시… 합격보상 100만원  리디(주) 백엔드 7 ~ 12년, 합 액 3000억원 이상 오진상사(주) 포지션 10개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  신고하기 도움이 돼요 1",in
"<캠퍼스 캐스팅> LG 유플러스에서 관리하는 주파수대역이 어떤것이 있는지 아는가? <인성면접> 부산 지역에 대해서만 자꾸 물어봐서 당황했었다. ""캠퍼스 캐스팅 -> LG 인적성 시험 -> 인성면접(2:2) -> 직무면접 (1:3)"" 불합격 정보없음 도움이 돼요 0",캐스팅
1. 시스템 엔지니어로서 OS/Switch/Storage 등등 Infra 핸들링 모두 가능한지 2. 진행했던 프로젝트 모두 상세히 설명 3. OS 명령어 아는거 다 말해보세요 4. 우리는 실제로 모두 핸들링 할줄 아는 사람을 원한다. 안하면 당신을 뽑을 이유는 없다.,"시스템, 명령어"
전 직장해서 수행 했던 업무에 대한 질문 Spring 등에 대한 기술 질문,in
이력서상 나와잇는 프로젝트에 대한 질문과 자바 기본기이 대한 질문.. 메소드나 기본자료형,"메소드, 자료형"
"내가 본 면접 질문 1. 시스템이란 무엇인가? 2. 우리회사 지금 면접보는 위치가 10층이고 전체 층은 20층이다. 어떤식으로 네트워크를 구성하는게 좋을거같은가? (스타형, 망형 이런거 대답 질문정확히기억안남) 3. 잡스케줄링이란 무엇인가?(잘모른다고대답함..ㅠ) 4. 최종 꿈이뭐냐? 채용방식 그룹면접 발표시기 0일 후 ""서류-실무면접-임원면접-합격"" 불합격 보통 도움이 돼요 4","시스템, 스케줄링"
"데이터베이스나 백엔드에 관한 것, 본인 프로젝트에 대한 질문, 입사 지원 동기 및 자기소개",데이터베이스
"1. 최근 IT 트랜드에 대해 얼마나 알고 있는가, 최근 이슈에 대한 부분을 알고 있는지 등에 대한 질문이 있었습니다. 최근 이슈는 어떤 기술적 문제였는지 등에 대해 구체적인 질문이 기억에 남았습니다. 2. 사람인 사이트에 사용된 UI/UX 기술에 대한 질문이 있었고, 면접자가 얼만큼 당사에 관심이 있고 기 술을 다룰 줄 아는가에 대한 파악을 하기 위함이 아니였을까 싶습니다. 이에 대한 답변을 제대로 하지 못하여 기억에 남아있습니다. 3. 자기소개에 있는 기술에 대한 기본 지식에 대한 질문 및 프로젝트 경험에 대한 질문이 있었습니다.",UI
이벤트 페이지 작업때 대규모 트래픽이 발생 하였다고 과정 하고 어떻게 대처 할것인가,이벤트
"1차 : 사용했던 툴들, 문제 해결 방식, 어떤 사람의 퍼포먼스가 부족 할 경우 어떻게 하겠는가 Objective-C에서 Swift로 바뀌면서 좋은 점, RxSwift를 쓰게되면 어떤 점이 좋을 것 같은가, Thread 관 리, strong을 쓰는가 weak를 쓰는가(IBOutlet시), guard를 쓰는 이유가 무엇일 것 같은가?, static table view를 꼭 써야된다면 그 이유가 무엇일 것 같은가, WWDC에서 기억이 남는 내용 등 2차 : 대체로 기술적 질문보다는 이전에 했던 일들, 이직하려는 이유 등을 물어봄.",static
"주로 질문의 내용은 경력 관련 질문이 대다수였으나 기억에 나는 질문은 ""Javascript 의 object prototype 에 대해 설명해보세요"" 라는 질문입니다.","as, object"
"직무에 대한 구체적인 질문. 등등 회사에 대해 얼마나 아는지에 대한 질문. 등등 전체적으로 평범한 면접 질문들입니다. 채용방식 인/적성검사, 개인면접 발표시기 7일 후 ""정확히 기억은 안나지만 1차 서류전형.인적성검사 2차 해당직무면접 3차 인사팀 과의면접 이었던것 같습니다. 면접을 하기까지 기간이 1주일 이상 텀이 있었습니 다. 합격여부는 메일로 전달받았습니다. 문자나 전화가 아니라서 은근히 답답 합니 다. 면접 확정시 이후에는 전화가 옵니다. 마지막 면접을 보고 뭔가 느낌이 왔습니다. 면접을 해본 분들은 아시겠지만 답변을 어떻게든 깎아내리기, 비꼬기, 구직자의 생각은 틀리다식이 었습니다. 면접관과 소 통이 안 돼서 안타깝고 답답하고 시간이 좀 아깝긴 했지만 특이한 경험이었습니다."" 불합격 부정적 도움이 돼요 3",문자
inner와 outer 조인의 차이를 설명? html doctype종류 아는가 ? jquery분석해 본 적 있는가 ? php 네임스페이스에 대해 아는가 ? 오토로딩은 ? 사용한 프레임워크는 ? 자바와 php중 선호하는 언어는 ? 이유는 ?,"in, out, 네임스페이스"
"오버라이딩, 오버로딩 차이 자바기본 개념, 개발자가 왜 되고싶은지 등","오버라이딩, 오버로딩"
